prompt_tokens,output_tokens,tokens_total,domain,latency_requirement_ms,quality_req_tier,quality_requirement,log_tokens_total,strict_latency,domain_penalty,label_model
306,205,511,writing,3000,2,0.475,6.238324625039508,0,0.04,Claude 3.6S
649,272,921,code,3000,4,0.725,6.826545223556594,0,0.07,Claude 3.6S
932,640,1572,writing,1500,3,0.6,7.360739903058278,0,0.04,Claude 3.6S
303,361,664,qa,3000,2,0.475,6.499787040655854,0,0.03,Claude 3.6S
248,360,608,writing,200,4,0.725,6.411818267709897,1,0.04,Gemini 3
346,176,522,reasoning,400,1,0.35,6.259581464064922,1,0.08,Claude 3.6S
316,384,700,writing,400,5,0.85,6.55250788703459,1,0.04,Claude 3.6S
21,137,158,chat,3000,1,0.35,5.0689042022202315,0,0.0,Claude 3.6S
149,107,256,chat,1500,1,0.35,5.549076084895219,0,0.0,Claude 3.6S
1980,766,2746,code,3000,5,0.85,7.918264686095274,0,0.07,Claude 3.6S
379,184,563,qa,400,2,0.475,6.335054251498058,1,0.03,Claude 3.6S
218,92,310,reasoning,3000,2,0.475,5.739792912179234,0,0.08,Claude 3.6S
948,272,1220,chat,800,2,0.475,7.107425474110705,0,0.0,Claude 3.6S
4908,1275,6183,writing,1500,4,0.725,8.729720590267258,0,0.04,Claude 3.6S
292,310,602,reasoning,3000,1,0.35,6.401917196727185,0,0.08,Claude 3.6S
3962,2046,6008,qa,400,4,0.725,8.701013624333928,1,0.03,Gemini 3
1426,891,2317,code,400,3,0.6,7.748460023899697,1,0.07,Gemini 3
4436,1675,6111,code,200,3,0.6,8.718009330846357,1,0.07,Gemini 3
283,380,663,code,800,4,0.725,6.498282149476434,0,0.07,Claude 3.6S
803,397,1200,qa,400,3,0.6,7.0909098220799835,1,0.03,Gemini 3
1628,987,2615,chat,800,4,0.725,7.869401712577089,0,0.0,Claude 3.6S
2212,1108,3320,chat,400,2,0.475,8.108021221376747,1,0.0,Gemini 3
1583,1257,2840,chat,1500,3,0.6,7.951911381854187,0,0.0,Claude 3.6S
2362,809,3171,chat,800,3,0.6,8.062117582754738,0,0.0,Claude 3.6S
874,517,1391,qa,1500,1,0.35,7.238496840894364,0,0.03,Claude 3.6S
1065,310,1375,code,400,4,0.725,7.226936018493289,1,0.07,Gemini 3
182,238,420,code,3000,4,0.725,6.042632833682381,0,0.07,Claude 3.6S
267,369,636,code,1500,4,0.725,6.456769655572163,0,0.07,Claude 3.6S
420,444,864,writing,1500,2,0.475,6.762729506931879,0,0.04,Claude 3.6S
1106,726,1832,qa,1500,3,0.6,7.513709247839705,0,0.03,Claude 3.6S
408,324,732,qa,1500,1,0.35,6.597145701886651,0,0.03,Claude 3.6S
124,112,236,reasoning,800,1,0.35,5.468060141135131,0,0.08,Claude 3.6S
394,271,665,writing,1500,5,0.85,6.501289670540389,0,0.04,Claude 3.6S
363,112,475,chat,400,3,0.6,6.1654178542314195,1,0.0,Claude 3.6S
1613,1078,2691,qa,800,1,0.35,7.898039690764618,0,0.03,Claude 3.6S
1014,861,1875,writing,800,3,0.6,7.53689712956617,0,0.04,Claude 3.6S
79,232,311,writing,1500,2,0.475,5.7430031878094825,0,0.04,Claude 3.6S
134,108,242,qa,1500,3,0.6,5.493061443340548,0,0.03,Claude 3.6S
419,337,756,code,6000,1,0.35,6.6293632534374485,0,0.07,Claude 3.6S
279,119,398,qa,200,4,0.725,5.988961416889863,1,0.03,Gemini 3
273,253,526,chat,800,2,0.475,6.267200548541362,0,0.0,Claude 3.6S
6474,1254,7728,chat,800,4,0.725,8.95273476710687,0,0.0,Claude 3.6S
329,363,692,qa,1500,3,0.6,6.541029999189903,0,0.03,Claude 3.6S
51,245,296,chat,400,2,0.475,5.6937321388027,1,0.0,Claude 3.6S
9812,3000,12812,code,3000,3,0.6,9.458215559509576,0,0.07,Claude 3.6S
20,135,155,chat,1500,3,0.6,5.049856007249537,0,0.0,Claude 3.6S
2212,1489,3701,qa,400,4,0.725,8.216628493133442,1,0.03,Gemini 3
815,321,1136,chat,1500,4,0.725,7.036148493750535,0,0.0,Claude 3.6S
348,264,612,reasoning,6000,3,0.6,6.418364935936212,0,0.08,Claude 3.6S
440,463,903,chat,400,2,0.475,6.806829360392176,1,0.0,Claude 3.6S
370,282,652,qa,3000,1,0.35,6.481577129276431,0,0.03,Claude 3.6S
799,511,1310,writing,1500,3,0.6,7.1785454837637,0,0.04,Claude 3.6S
198,229,427,qa,800,1,0.35,6.059123195581797,0,0.03,Claude 3.6S
1418,981,2399,code,1500,2,0.475,7.783224016336037,0,0.07,Claude 3.6S
324,250,574,qa,400,2,0.475,6.354370040797351,1,0.03,Claude 3.6S
1710,951,2661,writing,200,3,0.6,7.8868329989550565,1,0.04,Gemini 3
715,284,999,chat,800,2,0.475,6.907755278982137,0,0.0,Claude 3.6S
1434,1064,2498,code,3000,2,0.475,7.823645930834952,0,0.07,Claude 3.6S
342,315,657,writing,800,5,0.85,6.489204931325317,0,0.04,Claude 3.6S
2426,1572,3998,qa,1500,2,0.475,8.293799608846818,0,0.03,Claude 3.6S
253,139,392,writing,800,1,0.35,5.973809611869261,0,0.04,Claude 3.6S
123,253,376,chat,3000,3,0.6,5.932245187448011,0,0.0,Claude 3.6S
8551,2987,11538,chat,400,4,0.725,9.353487881194667,1,0.0,Gemini 3
241,80,321,chat,200,1,0.35,5.7745515455444085,1,0.0,Gemini 3
5278,1390,6668,reasoning,400,2,0.475,8.805225202632306,1,0.08,Gemini 3
401,215,616,writing,1500,5,0.85,6.424869023905387,0,0.04,Claude 3.6S
205,274,479,qa,200,2,0.475,6.173786103901937,1,0.03,Gemini 3
2462,1050,3512,reasoning,400,2,0.475,8.164225652265827,1,0.08,Gemini 3
126,210,336,writing,800,4,0.725,5.820082930352362,0,0.04,Claude 3.6S
168,113,281,writing,3000,2,0.475,5.641907070938114,0,0.04,Claude 3.6S
6454,2643,9097,writing,1500,1,0.35,9.115809888129949,0,0.04,Claude 3.6S
1654,871,2525,qa,1500,4,0.725,7.8343923029104365,0,0.03,Claude 3.6S
442,246,688,chat,3000,4,0.725,6.535241271013659,0,0.0,Claude 3.6S
370,333,703,qa,6000,3,0.6,6.556778356158042,0,0.03,Claude 3.6S
508,219,727,code,400,2,0.475,6.590301048196686,1,0.07,Claude 3.6S
294,270,564,writing,800,1,0.35,6.33682573114644,0,0.04,Claude 3.6S
6582,3000,9582,writing,1500,4,0.725,9.167745974343761,0,0.04,Claude 3.6S
2141,1176,3317,reasoning,3000,1,0.35,8.10711747075039,0,0.08,Claude 3.6S
1080,424,1504,chat,1500,2,0.475,7.316548177182976,0,0.0,Claude 3.6S
152,248,400,chat,800,4,0.725,5.993961427306569,0,0.0,Claude 3.6S
162,125,287,qa,3000,2,0.475,5.662960480135946,0,0.03,Claude 3.6S
670,474,1144,qa,800,3,0.6,7.04315991598834,0,0.03,Claude 3.6S
117,145,262,qa,3000,3,0.6,5.572154032177765,0,0.03,Claude 3.6S
116,237,353,chat,800,2,0.475,5.869296913133774,0,0.0,Claude 3.6S
297,213,510,chat,1500,4,0.725,6.236369590203704,0,0.0,Claude 3.6S
495,380,875,writing,400,3,0.6,6.775366090936391,1,0.04,Claude 3.6S
379,327,706,writing,800,2,0.475,6.561030665896572,0,0.04,Claude 3.6S
214,124,338,chat,800,3,0.6,5.82600010738045,0,0.0,Claude 3.6S
1434,956,2390,chat,200,3,0.6,7.779466967458324,1,0.0,Gemini 3
312,203,515,qa,800,1,0.35,6.246106765481563,0,0.03,Claude 3.6S
9038,3000,12038,reasoning,1500,5,0.85,9.395906658935026,0,0.08,Gemini 3
397,461,858,chat,1500,1,0.35,6.755768921984255,0,0.0,Claude 3.6S
268,393,661,qa,200,2,0.475,6.495265555937008,1,0.03,Gemini 3
57,87,144,reasoning,200,2,0.475,4.976733742420574,1,0.08,Gemini 3
264,286,550,chat,800,1,0.35,6.311734809152914,0,0.0,Claude 3.6S
1699,747,2446,writing,6000,3,0.6,7.802618063442671,0,0.04,Claude 3.6S
2146,1259,3405,writing,1500,2,0.475,8.133293861222633,0,0.04,Claude 3.6S
234,227,461,chat,1500,2,0.475,6.135564891081739,0,0.0,Claude 3.6S
304,331,635,qa,200,5,0.85,6.455198563340122,1,0.03,Gemini 3
327,261,588,qa,1500,1,0.35,6.3784261836515865,0,0.03,Claude 3.6S
175,336,511,writing,1500,5,0.85,6.238324625039508,0,0.04,Claude 3.6S
94,109,203,reasoning,400,2,0.475,5.318119993844216,1,0.08,Claude 3.6S
470,350,820,reasoning,800,1,0.35,6.710523109452428,0,0.08,Claude 3.6S
245,351,596,qa,400,1,0.35,6.391917113392602,1,0.03,Claude 3.6S
160,225,385,writing,400,4,0.725,5.955837369464831,1,0.04,Claude 3.6S
1945,1296,3241,qa,1500,2,0.475,8.08394570229562,0,0.03,Claude 3.6S
1350,770,2120,chat,400,2,0.475,7.659642954564682,1,0.0,Gemini 3
405,305,710,chat,3000,4,0.725,6.566672429803241,0,0.0,Claude 3.6S
374,208,582,chat,400,2,0.475,6.368187186350492,1,0.0,Claude 3.6S
1165,344,1509,reasoning,800,3,0.6,7.31986492980897,0,0.08,Claude 3.6S
392,335,727,qa,3000,2,0.475,6.590301048196686,0,0.03,Claude 3.6S
1533,1197,2730,code,400,3,0.6,7.912423121473704,1,0.07,Gemini 3
136,198,334,qa,800,1,0.35,5.814130531825066,0,0.03,Claude 3.6S
787,631,1418,qa,3000,1,0.35,7.257707677160043,0,0.03,Claude 3.6S
1133,377,1510,chat,1500,3,0.6,7.320526962272739,0,0.0,Claude 3.6S
177,230,407,writing,800,1,0.35,6.0112671744041615,0,0.04,Claude 3.6S
2005,883,2888,chat,400,2,0.475,7.968665700466235,1,0.0,Gemini 3
184,292,476,chat,1500,2,0.475,6.167516490888341,0,0.0,Claude 3.6S
1190,334,1524,chat,3000,3,0.6,7.3297496890415115,0,0.0,Claude 3.6S
2369,1881,4250,reasoning,6000,3,0.6,8.35490952835879,0,0.08,Claude 3.6S
142,179,321,qa,800,1,0.35,5.7745515455444085,0,0.03,Claude 3.6S
1821,903,2724,qa,3000,2,0.475,7.9102237070973445,0,0.03,Claude 3.6S
1634,813,2447,chat,800,2,0.475,7.803026643632217,0,0.0,Claude 3.6S
60,236,296,chat,400,5,0.85,5.6937321388027,1,0.0,Claude 3.6S
9868,3000,12868,qa,800,3,0.6,9.462576597493664,0,0.03,Gemini 3
447,418,865,qa,1500,1,0.35,6.763884908562435,0,0.03,Claude 3.6S
120,118,238,writing,3000,2,0.475,5.47646355193151,0,0.04,Claude 3.6S
437,297,734,chat,1500,3,0.6,6.5998704992128365,0,0.0,Claude 3.6S
1750,488,2238,chat,6000,1,0.35,7.713784616598755,0,0.0,Claude 3.6S
219,174,393,chat,6000,2,0.475,5.976350909297934,0,0.0,Claude 3.6S
111,94,205,code,400,3,0.6,5.327876168789581,1,0.07,Claude 3.6S
1968,894,2862,chat,200,2,0.475,7.959625305098115,1,0.0,Gemini 3
57,275,332,chat,400,2,0.475,5.808142489980444,1,0.0,Claude 3.6S
401,345,746,chat,3000,2,0.475,6.616065185132817,0,0.0,Claude 3.6S
1384,687,2071,qa,6000,4,0.725,7.6362696033793735,0,0.03,Claude 3.6S
224,256,480,qa,400,2,0.475,6.175867270105761,1,0.03,Claude 3.6S
2342,1550,3892,chat,3000,2,0.475,8.266935347610456,0,0.0,Claude 3.6S
1542,495,2037,chat,3000,1,0.35,7.6197242137826695,0,0.0,Claude 3.6S
203,292,495,reasoning,1500,1,0.35,6.206575926724927,0,0.08,Claude 3.6S
3079,1565,4644,chat,3000,2,0.475,8.443546651247939,0,0.0,Claude 3.6S
7211,3000,10211,code,3000,3,0.6,9.231318778361373,0,0.07,Claude 3.6S
816,593,1409,chat,6000,5,0.85,7.2513449833722134,0,0.0,Claude 3.6S
1920,806,2726,code,1500,3,0.6,7.910957382845588,0,0.07,Claude 3.6S
392,457,849,writing,800,2,0.475,6.745236349484362,0,0.04,Claude 3.6S
416,284,700,qa,1500,2,0.475,6.55250788703459,0,0.03,Claude 3.6S
2454,1364,3818,chat,1500,4,0.725,8.247743887225516,0,0.0,Claude 3.6S
236,127,363,code,1500,4,0.725,5.8971538676367405,0,0.07,Claude 3.6S
236,123,359,chat,800,2,0.475,5.886104031450156,0,0.0,Claude 3.6S
1677,372,2049,reasoning,800,5,0.85,7.6255950721324535,0,0.08,Gemini 3
229,111,340,qa,1500,2,0.475,5.831882477283517,0,0.03,Claude 3.6S
199,152,351,chat,400,1,0.35,5.863631175598097,1,0.0,Claude 3.6S
473,316,789,chat,400,5,0.85,6.672032945461067,1,0.0,Claude 3.6S
8592,3000,11592,reasoning,800,5,0.85,9.358156746670401,0,0.08,Gemini 3
142,185,327,writing,800,1,0.35,5.793013608384143,0,0.04,Claude 3.6S
115,90,205,code,400,3,0.6,5.327876168789581,1,0.07,Claude 3.6S
189,283,472,chat,200,2,0.475,6.159095388491933,1,0.0,Gemini 3
1325,773,2098,chat,800,1,0.35,7.649216319820633,0,0.0,Claude 3.6S
981,325,1306,code,800,1,0.35,7.175489713624222,0,0.07,Claude 3.6S
1715,769,2484,reasoning,800,2,0.475,7.8180279385307285,0,0.08,Claude 3.6S
233,234,467,code,1500,2,0.475,6.148468295917646,0,0.07,Claude 3.6S
2293,674,2967,code,1500,4,0.725,7.995643604287271,0,0.07,Claude 3.6S
398,288,686,code,3000,1,0.35,6.532334292222349,0,0.07,Claude 3.6S
463,217,680,writing,800,2,0.475,6.523562306149512,0,0.04,Claude 3.6S
2212,897,3109,writing,400,1,0.35,8.04237800517328,1,0.04,Gemini 3
178,256,434,code,3000,4,0.725,6.075346031088684,0,0.07,Claude 3.6S
3037,1780,4817,writing,1500,3,0.6,8.480114183174816,0,0.04,Claude 3.6S
26,205,231,writing,3000,1,0.35,5.44673737166631,0,0.04,Claude 3.6S
1830,1022,2852,qa,1500,2,0.475,7.956126351213499,0,0.03,Claude 3.6S
77,66,143,reasoning,1500,3,0.6,4.969813299576001,0,0.08,Claude 3.6S
1184,582,1766,code,1500,3,0.6,7.4770384723196965,0,0.07,Claude 3.6S
96,120,216,chat,1500,1,0.35,5.37989735354046,0,0.0,Claude 3.6S
103,230,333,reasoning,1500,4,0.725,5.8111409929767,0,0.08,Claude 3.6S
955,410,1365,chat,1500,3,0.6,7.2196420401307355,0,0.0,Claude 3.6S
125,325,450,code,1500,3,0.6,6.111467339502678,0,0.07,Claude 3.6S
179,173,352,chat,400,3,0.6,5.8664680569332965,1,0.0,Claude 3.6S
119,143,262,chat,1500,1,0.35,5.572154032177765,0,0.0,Claude 3.6S
994,881,1875,code,1500,3,0.6,7.53689712956617,0,0.07,Claude 3.6S
891,686,1577,code,3000,1,0.35,7.363913501405819,0,0.07,Claude 3.6S
8792,3000,11792,writing,400,3,0.6,9.37526141408997,1,0.04,Gemini 3
2235,697,2932,code,1500,1,0.35,7.983781068977451,0,0.07,Claude 3.6S
1375,564,1939,code,1500,2,0.475,7.570443252057373,0,0.07,Claude 3.6S
290,383,673,writing,3000,2,0.475,6.513230110912307,0,0.04,Claude 3.6S
7169,3000,10169,reasoning,200,1,0.35,9.227197489042606,1,0.08,Gemini 3
475,237,712,chat,3000,2,0.475,6.569481420414296,0,0.0,Claude 3.6S
8161,2212,10373,chat,400,1,0.35,9.247057954911345,1,0.0,Gemini 3
467,182,649,reasoning,3000,1,0.35,6.476972362889683,0,0.08,Claude 3.6S
2258,1435,3693,writing,1500,3,0.6,8.214465160759184,0,0.04,Claude 3.6S
469,233,702,code,3000,4,0.725,6.555356891810665,0,0.07,Claude 3.6S
106,87,193,chat,1500,1,0.35,5.267858159063328,0,0.0,Claude 3.6S
707,415,1122,code,3000,1,0.35,7.023758954738443,0,0.07,Claude 3.6S
1910,424,2334,chat,400,2,0.475,7.755767170102997,1,0.0,Gemini 3
339,224,563,code,3000,3,0.6,6.335054251498058,0,0.07,Claude 3.6S
237,276,513,chat,6000,2,0.475,6.242223265455165,0,0.0,Claude 3.6S
404,448,852,writing,1500,1,0.35,6.748759547491679,0,0.04,Claude 3.6S
2215,815,3030,code,1500,2,0.475,8.016647877057803,0,0.07,Claude 3.6S
1121,546,1667,writing,1500,2,0.475,7.419380582918691,0,0.04,Claude 3.6S
5822,3000,8822,reasoning,1500,1,0.35,9.085117227222105,0,0.08,Claude 3.6S
6262,3000,9262,qa,1500,3,0.6,9.133783249254027,0,0.03,Claude 3.6S
49,46,95,chat,400,3,0.6,4.564348191467836,1,0.0,Claude 3.6S
7460,2695,10155,reasoning,3000,3,0.6,9.225819942824568,0,0.08,Claude 3.6S
8522,3000,11522,chat,3000,2,0.475,9.352100317014013,0,0.0,Claude 3.6S
477,363,840,qa,6000,3,0.6,6.734591659972947,0,0.03,Claude 3.6S
110,75,185,chat,800,2,0.475,5.225746673713201,0,0.0,Claude 3.6S
97,139,236,code,1500,4,0.725,5.468060141135131,0,0.07,Claude 3.6S
622,347,969,writing,3000,1,0.35,6.877296071497428,0,0.04,Claude 3.6S
996,434,1430,code,1500,5,0.85,7.266128779556451,0,0.07,Claude 3.6S
267,257,524,reasoning,1500,3,0.6,6.263398262591624,0,0.08,Claude 3.6S
248,105,353,qa,1500,1,0.35,5.869296913133774,0,0.03,Claude 3.6S
962,403,1365,qa,6000,3,0.6,7.2196420401307355,0,0.03,Claude 3.6S
210,294,504,code,3000,2,0.475,6.224558429275359,0,0.07,Claude 3.6S
634,370,1004,code,800,1,0.35,6.912742820493176,0,0.07,Claude 3.6S
3196,2204,5400,code,400,1,0.35,8.59433940059289,1,0.07,Gemini 3
1462,772,2234,chat,200,4,0.725,7.711996507047669,1,0.0,Gemini 3
795,590,1385,chat,1500,3,0.6,7.234177179749849,0,0.0,Claude 3.6S
51,211,262,chat,3000,1,0.35,5.572154032177765,0,0.0,Claude 3.6S
847,460,1307,chat,1500,2,0.475,7.176254532017143,0,0.0,Claude 3.6S
1751,513,2264,qa,400,1,0.35,7.725330037917134,1,0.03,Gemini 3
53,239,292,qa,800,5,0.85,5.680172609017067,0,0.03,Claude 3.6S
229,207,436,reasoning,1500,1,0.35,6.07993319509559,0,0.08,Claude 3.6S
1286,735,2021,code,1500,1,0.35,7.611842399580416,0,0.07,Claude 3.6S
2332,874,3206,chat,1500,1,0.35,8.073091199693154,0,0.0,Claude 3.6S
514,479,993,writing,400,2,0.475,6.901737206656573,1,0.04,Gemini 3
1467,798,2265,chat,400,1,0.35,7.725771441587951,1,0.0,Gemini 3
185,162,347,chat,3000,2,0.475,5.8522024797744745,0,0.0,Claude 3.6S
9958,3000,12958,reasoning,400,3,0.6,9.469545806435415,1,0.08,Gemini 3
1031,648,1679,writing,400,1,0.35,7.426549072397305,1,0.04,Gemini 3
150,115,265,reasoning,6000,1,0.35,5.583496308781699,0,0.08,Claude 3.6S
481,457,938,reasoning,800,2,0.475,6.844815479208263,0,0.08,Claude 3.6S
104,279,383,chat,3000,3,0.6,5.950642552587727,0,0.0,Claude 3.6S
9547,3000,12547,code,1500,3,0.6,9.437316569310568,0,0.07,Claude 3.6S
496,477,973,qa,6000,1,0.35,6.881411303642535,0,0.03,Claude 3.6S
581,448,1029,code,6000,1,0.35,6.937314081223681,0,0.07,Claude 3.6S
660,298,958,chat,400,2,0.475,6.865891074883438,1,0.0,Gemini 3
1787,1232,3019,reasoning,800,3,0.6,8.013012110368916,0,0.08,Claude 3.6S
25,62,87,reasoning,400,5,0.85,4.477336814478206,1,0.08,Gemini 3
2463,1813,4276,writing,1500,1,0.35,8.361007108226909,0,0.04,Claude 3.6S
420,285,705,chat,1500,2,0.475,6.559615237493242,0,0.0,Claude 3.6S
69,94,163,qa,800,2,0.475,5.099866427824198,0,0.03,Claude 3.6S
201,134,335,chat,1500,3,0.6,5.817111159963204,0,0.0,Claude 3.6S
454,208,662,reasoning,400,3,0.6,6.4967749901858625,1,0.08,Claude 3.6S
870,286,1156,writing,400,3,0.6,7.053585727193676,1,0.04,Gemini 3
355,332,687,writing,1500,1,0.35,6.5337888379333435,0,0.04,Claude 3.6S
1662,472,2134,writing,1500,3,0.6,7.666221925662724,0,0.04,Claude 3.6S
332,199,531,code,200,2,0.475,6.2766434893416445,1,0.07,Gemini 3
467,353,820,writing,1500,3,0.6,6.710523109452428,0,0.04,Claude 3.6S
1537,507,2044,qa,3000,2,0.475,7.623153068476902,0,0.03,Claude 3.6S
1365,993,2358,writing,800,1,0.35,7.765993079407675,0,0.04,Claude 3.6S
428,237,665,code,1500,1,0.35,6.501289670540389,0,0.07,Claude 3.6S
405,262,667,qa,3000,1,0.35,6.504288173536645,0,0.03,Claude 3.6S
3509,1994,5503,qa,800,2,0.475,8.61323037961318,0,0.03,Claude 3.6S
260,213,473,chat,3000,3,0.6,6.161207321695076,0,0.0,Claude 3.6S
447,447,894,reasoning,200,1,0.35,6.796823718274855,1,0.08,Gemini 3
393,404,797,writing,800,2,0.475,6.682108597449808,0,0.04,Claude 3.6S
265,355,620,code,1500,2,0.475,6.431331081933479,0,0.07,Claude 3.6S
1786,1256,3042,reasoning,3000,4,0.725,8.02059914989697,0,0.08,Claude 3.6S
242,134,376,writing,1500,2,0.475,5.932245187448011,0,0.04,Claude 3.6S
342,263,605,qa,1500,1,0.35,6.406879986069314,0,0.03,Claude 3.6S
77,132,209,chat,200,4,0.725,5.3471075307174685,1,0.0,Gemini 3
135,161,296,qa,800,1,0.35,5.6937321388027,0,0.03,Claude 3.6S
228,151,379,reasoning,6000,2,0.475,5.940171252720432,0,0.08,Claude 3.6S
537,445,982,code,400,2,0.475,6.890609120147166,1,0.07,Gemini 3
345,190,535,code,3000,3,0.6,6.284134161070802,0,0.07,Claude 3.6S
170,259,429,writing,400,2,0.475,6.063785208687608,1,0.04,Claude 3.6S
429,460,889,code,1500,2,0.475,6.7912214627261855,0,0.07,Claude 3.6S
487,386,873,qa,400,1,0.35,6.773080375655535,1,0.03,Claude 3.6S
3644,795,4439,chat,800,4,0.725,8.39840965542627,0,0.0,Claude 3.6S
2270,1395,3665,qa,200,2,0.475,8.20685642839965,1,0.03,Gemini 3
1661,634,2295,code,200,3,0.6,7.738923757439457,1,0.07,Gemini 3
203,222,425,chat,200,1,0.35,6.05443934626937,1,0.0,Gemini 3
471,395,866,chat,800,2,0.475,6.7650389767805414,0,0.0,Claude 3.6S
1916,1301,3217,writing,3000,3,0.6,8.076515327552329,0,0.04,Claude 3.6S
2381,1310,3691,code,1500,1,0.35,8.213923595622742,0,0.07,Claude 3.6S
435,406,841,qa,200,2,0.475,6.7357800142423265,1,0.03,Gemini 3
214,83,297,chat,200,2,0.475,5.697093486505405,1,0.0,Gemini 3
5389,1154,6543,chat,400,1,0.35,8.786303878282583,1,0.0,Gemini 3
1301,1093,2394,chat,1500,4,0.725,7.781138509845015,0,0.0,Claude 3.6S
98,262,360,writing,3000,2,0.475,5.8888779583328805,0,0.04,Claude 3.6S
211,153,364,qa,1500,3,0.6,5.8998973535824915,0,0.03,Claude 3.6S
536,407,943,chat,6000,2,0.475,6.8501261661455,0,0.0,Claude 3.6S
131,269,400,reasoning,200,3,0.6,5.993961427306569,1,0.08,Gemini 3
9570,2582,12152,code,1500,1,0.35,9.4053313318708,0,0.07,Claude 3.6S
983,430,1413,chat,200,1,0.35,7.254177846456518,1,0.0,Gemini 3
406,512,918,qa,3000,2,0.475,6.823286122355687,0,0.03,Claude 3.6S
928,431,1359,qa,1500,4,0.725,7.215239978730097,0,0.03,Claude 3.6S
317,131,448,chat,3000,1,0.35,6.107022887742254,0,0.0,Claude 3.6S
140,67,207,code,400,3,0.6,5.337538079701318,1,0.07,Claude 3.6S
141,240,381,chat,400,2,0.475,5.945420608606575,1,0.0,Claude 3.6S
6388,2296,8684,code,400,1,0.35,9.069352678675205,1,0.07,Gemini 3
785,624,1409,chat,400,2,0.475,7.2513449833722134,1,0.0,Gemini 3
2554,1726,4280,qa,200,2,0.475,8.361941906144946,1,0.03,Gemini 3
359,167,526,reasoning,6000,2,0.475,6.267200548541362,0,0.08,Claude 3.6S
1873,1106,2979,qa,800,4,0.725,7.99967857949945,0,0.03,Claude 3.6S
3857,1799,5656,reasoning,3000,1,0.35,8.640648995343156,0,0.08,Claude 3.6S
7597,1949,9546,reasoning,1500,3,0.6,9.163982247998034,0,0.08,Claude 3.6S
1718,492,2210,writing,1500,2,0.475,7.701200180857446,0,0.04,Claude 3.6S
1862,1219,3081,code,400,2,0.475,8.033334015880062,1,0.07,Gemini 3
1201,529,1730,qa,800,3,0.6,7.456454555176209,0,0.03,Claude 3.6S
205,194,399,writing,800,1,0.35,5.991464547107982,0,0.04,Claude 3.6S
1194,367,1561,chat,200,3,0.6,7.353722330399631,1,0.0,Gemini 3
9504,1820,11324,qa,6000,3,0.6,9.334767950351235,0,0.03,Claude 3.6S
9579,2591,12170,chat,200,2,0.475,9.406811351874557,1,0.0,Gemini 3
159,79,238,code,3000,1,0.35,5.47646355193151,0,0.07,Claude 3.6S
1178,741,1919,writing,3000,2,0.475,7.560080465021827,0,0.04,Claude 3.6S
1670,587,2257,chat,400,3,0.6,7.722234744709607,1,0.0,Gemini 3
2182,1336,3518,qa,1500,4,0.725,8.165932137321585,0,0.03,Claude 3.6S
2482,980,3462,writing,1500,1,0.35,8.149890544402421,0,0.04,Claude 3.6S
181,137,318,writing,1500,4,0.725,5.765191102784844,0,0.04,Claude 3.6S
2682,1345,4027,writing,800,2,0.475,8.301025253838453,0,0.04,Claude 3.6S
649,364,1013,code,3000,4,0.725,6.921658184151128,0,0.07,Claude 3.6S
1824,997,2821,chat,1500,1,0.35,7.945201132412759,0,0.0,Claude 3.6S
1034,400,1434,reasoning,3000,1,0.35,7.268920128193721,0,0.08,Claude 3.6S
1493,550,2043,chat,6000,4,0.725,7.622663951323595,0,0.0,Claude 3.6S
197,190,387,qa,200,4,0.725,5.961005339623274,1,0.03,Gemini 3
275,366,641,reasoning,3000,1,0.35,6.464588303689961,0,0.08,Claude 3.6S
35,150,185,reasoning,800,4,0.725,5.225746673713201,0,0.08,Claude 3.6S
42,224,266,chat,400,4,0.725,5.58724865840025,1,0.0,Claude 3.6S
243,185,428,reasoning,400,1,0.35,6.061456918928017,1,0.08,Claude 3.6S
474,475,949,chat,3000,2,0.475,6.856461984594587,0,0.0,Claude 3.6S
1950,576,2526,qa,1500,2,0.475,7.834788107388194,0,0.03,Claude 3.6S
1378,261,1639,qa,400,1,0.35,7.402451520818244,1,0.03,Gemini 3
306,110,416,code,3000,5,0.85,6.0330862217988015,0,0.07,Claude 3.6S
35,221,256,qa,800,2,0.475,5.549076084895219,0,0.03,Claude 3.6S
180,191,371,chat,800,1,0.35,5.918893854273146,0,0.0,Claude 3.6S
256,248,504,qa,1500,2,0.475,6.224558429275359,0,0.03,Claude 3.6S
233,254,487,chat,800,1,0.35,6.190315405853147,0,0.0,Claude 3.6S
73,61,134,reasoning,3000,2,0.475,4.90527477843843,0,0.08,Claude 3.6S
7327,1764,9091,reasoning,800,1,0.35,9.115150184972434,0,0.08,Gemini 3
290,225,515,writing,1500,3,0.6,6.246106765481563,0,0.04,Claude 3.6S
196,151,347,code,3000,2,0.475,5.8522024797744745,0,0.07,Claude 3.6S
458,246,704,writing,3000,1,0.35,6.558197802812268,0,0.04,Claude 3.6S
344,324,668,writing,1500,4,0.725,6.505784060128228,0,0.04,Claude 3.6S
112,268,380,writing,1500,3,0.6,5.9427993751267,0,0.04,Claude 3.6S
459,381,840,writing,800,1,0.35,6.734591659972947,0,0.04,Claude 3.6S
368,329,697,chat,400,5,0.85,6.548219102762372,1,0.0,Claude 3.6S
920,286,1206,qa,3000,3,0.6,7.095893221097532,0,0.03,Claude 3.6S
450,441,891,code,1500,1,0.35,6.793466132580009,0,0.07,Claude 3.6S
